START.DATE,END.DATE,CONTACT.TYPE,Contacts
2010-11-06,2010-11-06,Web - Input,386
2010-11-07,2010-11-07,Call - Input,107
2010-11-07,2010-11-07,Web - Input,360
2010-11-08,2010-11-08,Call - Input,3884
2010-11-08,2010-11-08,Fax - Input,56
2010-11-08,2010-11-08,Fax Acknowledgement - Input,28
2010-11-08,2010-11-08,Internal Management,38
2010-11-08,2010-11-08,Mail - Input,15
2010-11-08,2010-11-08,Mail - Recieved,8
2010-11-08,2010-11-08,Visit,450
2010-11-08,2010-11-08,Web - Input,647
2010-11-09,2010-11-09,Call - Input,3549
2010-11-09,2010-11-09,Fax - Input,79
2010-11-09,2010-11-09,Fax Acknowledgement - Input,13
2010-11-09,2010-11-09,Internal Management,32
2010-11-09,2010-11-09,Mail - Input,7
2010-11-09,2010-11-09,Mail - Recieved,3
2010-11-09,2010-11-09,Visit,460
2010-11-09,2010-11-09,Web - Input,655
2010-11-10,2010-11-10,Call - Input,3787
2010-11-10,2010-11-10,Fax - Input,72
2010-11-10,2010-11-10,Fax Acknowledgement - Input,20
2010-11-10,2010-11-10,Internal Management,37
2010-11-10,2010-11-10,Mail - Input,18
2010-11-10,2010-11-10,Mail - Recieved,8
2010-11-10,2010-11-10,Visit,465
2010-11-10,2010-11-10,Web - Input,1556
2010-11-11,2010-11-11,Call - Input,3880
2010-11-11,2010-11-11,Fax - Input,46
2010-11-11,2010-11-11,Fax Acknowledgement - Input,17
2010-11-11,2010-11-11,Internal Management,30
2010-11-11,2010-11-11,Mail - Input,13
2010-11-11,2010-11-11,Mail - Recieved,9
2010-11-11,2010-11-11,Visit,469
2010-11-11,2010-11-11,Web - Input,721
2010-11-12,2010-11-12,Call - Input,2917
2010-11-12,2010-11-12,Fax - Input,47
2010-11-12,2010-11-12,Fax Acknowledgement - Input,27
2010-11-12,2010-11-12,Internal Management,25
2010-11-12,2010-11-12,Mail - Input,15
2010-11-12,2010-11-12,Mail - Recieved,10
2010-11-12,2010-11-12,Visit,377
2010-11-12,2010-11-12,Web - Input,503
2010-11-13,2010-11-13,Call - Input,152
2010-11-13,2010-11-13,Web - Input,303
2010-11-14,2010-11-14,Call - Input,160
2010-11-14,2010-11-14,Web - Input,332
2010-11-15,2010-11-15,Call - Input,3590
2010-11-15,2010-11-15,Fax - Input,69
2010-11-15,2010-11-15,Fax Acknowledgement - Input,21
2010-11-15,2010-11-15,Internal Management,35
2010-11-15,2010-11-15,Mail - Input,23
2010-11-15,2010-11-15,Mail - Recieved,9
2010-11-15,2010-11-15,Visit,461
2010-11-15,2010-11-15,Web - Input,492
2010-11-16,2010-11-16,Call - Input,3461
2010-11-16,2010-11-16,Fax - Input,58
2010-11-16,2010-11-16,Fax Acknowledgement - Input,23
2010-11-16,2010-11-16,Internal Management,78
2010-11-16,2010-11-16,Mail - Input,19
2010-11-16,2010-11-16,Mail - Recieved,13
2010-11-16,2010-11-16,Visit,427
2010-11-16,2010-11-16,Web - Input,379
2010-11-17,2010-11-17,Call - Input,3263
2010-11-17,2010-11-17,Fax - Input,61
2010-11-17,2010-11-17,Fax Acknowledgement - Input,22
2010-11-17,2010-11-17,Internal Management,84
2010-11-17,2010-11-17,Mail - Input,18
2010-11-17,2010-11-17,Mail - Recieved,7
2010-11-17,2010-11-17,Visit,424
2010-11-17,2010-11-17,Web - Input,568
2010-11-18,2010-11-18,Call - Input,3234
2010-11-18,2010-11-18,Fax - Input,55
2010-11-18,2010-11-18,Fax Acknowledgement - Input,21
2010-11-18,2010-11-18,Internal Management,45
2010-11-18,2010-11-18,Mail - Input,19
2010-11-18,2010-11-18,Mail - Recieved,6
2010-11-18,2010-11-18,Visit,444
2010-11-18,2010-11-18,Web - Input,551
2010-11-19,2010-11-19,Call - Input,2536
2010-11-19,2010-11-19,Fax - Input,45
2010-11-19,2010-11-19,Fax Acknowledgement - Input,26
2010-11-19,2010-11-19,Internal Management,32
2010-11-19,2010-11-19,Mail - Input,12
2010-11-19,2010-11-19,Mail - Recieved,8
2010-11-19,2010-11-19,Visit,373
2010-11-19,2010-11-19,Web - Input,500
2010-11-20,2010-11-20,Call - Input,233
2010-11-20,2010-11-20,Web - Input,282
2010-11-21,2010-11-21,Call - Input,164
2010-11-21,2010-11-21,Web - Input,284
2010-11-22,2010-11-22,Call - Input,3640
2010-11-22,2010-11-22,Fax - Input,75
2010-11-22,2010-11-22,Fax Acknowledgement - Input,36
2010-11-22,2010-11-22,Internal Management,51
2010-11-22,2010-11-22,Mail - Input,15
2010-11-22,2010-11-22,Mail - Recieved,15
2010-11-22,2010-11-22,Visit,475
2010-11-22,2010-11-22,Web - Input,604
2010-11-23,2010-11-23,Call - Input,3398
2010-11-23,2010-11-23,Fax - Input,42
2010-11-23,2010-11-23,Fax Acknowledgement - Input,26
2010-11-23,2010-11-23,Internal Management,35
2010-11-23,2010-11-23,Mail - Input,22
2010-11-23,2010-11-23,Mail - Recieved,12
2010-11-23,2010-11-23,Visit,446
2010-11-23,2010-11-23,Web - Input,649
2010-11-24,2010-11-24,Call - Input,3549
2010-11-24,2010-11-24,Fax - Input,65
2010-11-24,2010-11-24,Fax Acknowledgement - Input,25
2010-11-24,2010-11-24,Internal Management,44
2010-11-24,2010-11-24,Mail - Input,7
2010-11-24,2010-11-24,Mail - Recieved,10
2010-11-24,2010-11-24,Visit,430
2010-11-24,2010-11-24,Web - Input,649
2010-11-24,2010-11-25,Call - Input,1
2010-11-25,2010-11-25,Call - Input,3451
2010-11-25,2010-11-25,Fax - Input,51
2010-11-25,2010-11-25,Fax Acknowledgement - Input,25
2010-11-25,2010-11-25,Internal Management,54
2010-11-25,2010-11-25,Mail - Input,13
2010-11-25,2010-11-25,Mail - Recieved,6
2010-11-25,2010-11-25,Visit,418
2010-11-25,2010-11-25,Web - Input,615
2010-11-26,2010-11-26,Call - Input,3087
2010-11-26,2010-11-26,Fax - Input,59
2010-11-26,2010-11-26,Fax Acknowledgement - Input,23
2010-11-26,2010-11-26,Internal Management,55
2010-11-26,2010-11-26,Mail - Input,12
2010-11-26,2010-11-26,Mail - Recieved,6
2010-11-26,2010-11-26,Visit,390
2010-11-26,2010-11-26,Web - Input,499
2010-11-26,2010-11-27,Call - Input,1
2010-11-27,2010-11-27,Call - Input,382
2010-11-27,2010-11-27,Web - Input,290
2010-11-28,2010-11-28,Call - Input,331
2010-11-28,2010-11-28,Web - Input,354
2010-11-29,2010-11-29,Call - Input,3864
2010-11-29,2010-11-29,Fax - Input,51
2010-11-29,2010-11-29,Fax Acknowledgement - Input,14
2010-11-29,2010-11-29,Internal Management,50
2010-11-29,2010-11-29,Mail - Input,13
2010-11-29,2010-11-29,Mail - Recieved,13
2010-11-29,2010-11-29,Visit,467
2010-11-29,2010-11-29,Web - Input,500
2010-11-30,2010-11-30,Call - Input,3686
2010-11-30,2010-11-30,Fax - Input,78
2010-11-30,2010-11-30,Fax Acknowledgement - Input,26
2010-11-30,2010-11-30,Internal Management,55
2010-11-30,2010-11-30,Mail - Input,11
2010-11-30,2010-11-30,Mail - Recieved,13
2010-11-30,2010-11-30,Visit,392
2010-11-30,2010-11-30,Web - Input,531
2010-12-01,2010-12-01,Call - Input,3742
2010-12-01,2010-12-01,Fax - Input,60
2010-12-01,2010-12-01,Fax Acknowledgement - Input,30
2010-12-01,2010-12-01,Internal Management,24
2010-12-01,2010-12-01,Mail - Input,2
2010-12-01,2010-12-01,Mail - Recieved,19
2010-12-01,2010-12-01,Visit,449
2010-12-01,2010-12-01,Web - Input,506
2010-12-02,2010-12-02,Call - Input,3560
2010-12-02,2010-12-02,Fax - Input,54
2010-12-02,2010-12-02,Fax Acknowledgement - Input,23
2010-12-02,2010-12-02,Internal Management,45
2010-12-02,2010-12-02,Mail - Input,7
2010-12-02,2010-12-02,Mail - Recieved,31
2010-12-02,2010-12-02,Visit,424
2010-12-02,2010-12-02,Web - Input,463
2010-12-03,2010-12-03,Call - Input,2929
2010-12-03,2010-12-03,Fax - Input,56
2010-12-03,2010-12-03,Fax Acknowledgement - Input,25
2010-12-03,2010-12-03,Internal Management,41
2010-12-03,2010-12-03,Mail - Input,6
2010-12-03,2010-12-03,Mail - Recieved,21
2010-12-03,2010-12-03,Visit,336
2010-12-03,2010-12-03,Web - Input,364
2010-12-04,2010-12-04,Call - Input,272
2010-12-04,2010-12-04,Web - Input,198
2010-12-05,2010-12-05,Call - Input,174
2010-12-05,2010-12-05,Web - Input,204
2010-12-06,2010-12-06,Call - Input,204
2010-12-06,2010-12-06,Web - Input,251
2010-12-06,2010-12-07,Call - Input,1
2010-12-07,2010-12-07,Call - Input,2542
2010-12-07,2010-12-07,Fax - Input,64
2010-12-07,2010-12-07,Fax Acknowledgement - Input,15
2010-12-07,2010-12-07,Internal Management,26
2010-12-07,2010-12-07,Mail - Input,3
2010-12-07,2010-12-07,Mail - Recieved,11
2010-12-07,2010-12-07,Visit,379
2010-12-07,2010-12-07,Web - Input,399
2010-12-08,2010-12-08,Call - Input,142
2010-12-08,2010-12-08,Web - Input,400
2010-12-09,2010-12-09,Call - Input,3681
2010-12-09,2010-12-09,Fax - Input,44
2010-12-09,2010-12-09,Fax Acknowledgement - Input,16
2010-12-09,2010-12-09,Internal Management,40
2010-12-09,2010-12-09,Mail - Input,5
2010-12-09,2010-12-09,Mail - Recieved,6
2010-12-09,2010-12-09,Visit,401
2010-12-09,2010-12-09,Web - Input,597
2010-12-10,2010-12-10,Call - Input,3116
2010-12-10,2010-12-10,Fax - Input,61
2010-12-10,2010-12-10,Fax Acknowledgement - Input,21
2010-12-10,2010-12-10,Internal Management,23
2010-12-10,2010-12-10,Mail - Input,9
2010-12-10,2010-12-10,Mail - Recieved,15
2010-12-10,2010-12-10,Visit,370
2010-12-10,2010-12-10,Web - Input,553
2010-12-11,2010-12-11,Call - Input,173
2010-12-11,2010-12-11,Web - Input,317
2010-12-12,2010-12-12,Call - Input,91
2010-12-12,2010-12-12,Web - Input,307
2010-12-13,2010-12-13,Call - Input,3883
2010-12-13,2010-12-13,Fax - Input,47
2010-12-13,2010-12-13,Fax Acknowledgement - Input,21
2010-12-13,2010-12-13,Internal Management,32
2010-12-13,2010-12-13,Mail - Input,15
2010-12-13,2010-12-13,Mail - Recieved,25
2010-12-13,2010-12-13,Visit,428
2010-12-13,2010-12-13,Web - Input,475
2010-12-14,2010-12-14,Call - Input,3596
2010-12-14,2010-12-14,Fax - Input,66
2010-12-14,2010-12-14,Fax Acknowledgement - Input,47
2010-12-14,2010-12-14,Internal Management,28
2010-12-14,2010-12-14,Mail - Input,10
2010-12-14,2010-12-14,Mail - Recieved,20
2010-12-14,2010-12-14,Visit,361
2010-12-14,2010-12-14,Web - Input,480
2010-12-15,2010-12-15,Call - Input,3360
2010-12-15,2010-12-15,Fax - Input,73
2010-12-15,2010-12-15,Fax Acknowledgement - Input,36
2010-12-15,2010-12-15,Internal Management,40
2010-12-15,2010-12-15,Mail - Input,12
2010-12-15,2010-12-15,Mail - Recieved,7
2010-12-15,2010-12-15,Visit,407
2010-12-15,2010-12-15,Web - Input,479
2010-12-16,2010-12-16,Call - Input,2918
2010-12-16,2010-12-16,Fax - Input,73
2010-12-16,2010-12-16,Fax Acknowledgement - Input,31
2010-12-16,2010-12-16,Internal Management,39
2010-12-16,2010-12-16,Mail - Input,18
2010-12-16,2010-12-16,Mail - Recieved,41
2010-12-16,2010-12-16,Visit,357
2010-12-16,2010-12-16,Web - Input,326
2010-12-17,2010-12-17,Call - Input,2372
2010-12-17,2010-12-17,Fax - Input,51
2010-12-17,2010-12-17,Fax Acknowledgement - Input,22
2010-12-17,2010-12-17,Internal Management,44
2010-12-17,2010-12-17,Mail - Input,9
2010-12-17,2010-12-17,Mail - Recieved,8
2010-12-17,2010-12-17,Visit,308
2010-12-17,2010-12-17,Web - Input,294
2010-12-18,2010-12-18,Call - Input,172
2010-12-18,2010-12-18,Web - Input,139
2010-12-19,2010-12-19,Call - Input,158
2010-12-19,2010-12-19,Web - Input,238
2010-12-20,2010-12-20,Call - Input,3239
2010-12-20,2010-12-20,Fax - Input,55
2010-12-20,2010-12-20,Fax Acknowledgement - Input,22
2010-12-20,2010-12-20,Internal Management,47
2010-12-20,2010-12-20,Mail - Input,5
2010-12-20,2010-12-20,Mail - Recieved,14
2010-12-20,2010-12-20,Visit,414
2010-12-20,2010-12-20,Web - Input,410
2010-12-21,2010-12-21,Call - Input,2937
2010-12-21,2010-12-21,Fax - Input,60
2010-12-21,2010-12-21,Fax Acknowledgement - Input,18
2010-12-21,2010-12-21,Internal Management,56
2010-12-21,2010-12-21,Mail - Input,8
2010-12-21,2010-12-21,Mail - Recieved,22
2010-12-21,2010-12-21,Visit,313
2010-12-21,2010-12-21,Web - Input,388
2010-12-21,2010-12-22,Call - Input,1
2010-12-22,2010-12-22,Call - Input,2686
2010-12-22,2010-12-22,Fax - Input,64
2010-12-22,2010-12-22,Fax Acknowledgement - Input,15
2010-12-22,2010-12-22,Internal Management,54
2010-12-22,2010-12-22,Mail - Input,7
2010-12-22,2010-12-22,Mail - Recieved,14
2010-12-22,2010-12-22,Visit,328
2010-12-22,2010-12-22,Web - Input,311
2010-12-23,2010-12-23,Call - Input,2557
2010-12-23,2010-12-23,Fax - Input,44
2010-12-23,2010-12-23,Fax Acknowledgement - Input,20
2010-12-23,2010-12-23,Internal Management,57
2010-12-23,2010-12-23,Mail - Input,2
2010-12-23,2010-12-23,Mail - Recieved,16
2010-12-23,2010-12-23,Visit,275
2010-12-23,2010-12-23,Web - Input,237
2010-12-24,2010-12-24,Call - Input,1675
2010-12-24,2010-12-24,Fax - Input,36
2010-12-24,2010-12-24,Fax Acknowledgement - Input,22
2010-12-24,2010-12-24,Internal Management,36
2010-12-24,2010-12-24,Mail - Input,9
2010-12-24,2010-12-24,Mail - Recieved,5
2010-12-24,2010-12-24,Visit,222
2010-12-24,2010-12-24,Web - Input,245
2010-12-25,2010-12-25,Call - Input,238
2010-12-25,2010-12-25,Web - Input,57
2010-12-26,2010-12-26,Call - Input,116
2010-12-26,2010-12-26,Web - Input,115
2010-12-26,2010-12-27,Call - Input,1
2010-12-27,2010-12-27,Call - Input,3194
2010-12-27,2010-12-27,Fax - Input,39
2010-12-27,2010-12-27,Fax Acknowledgement - Input,17
2010-12-27,2010-12-27,Internal Management,58
2010-12-27,2010-12-27,Mail - Input,18
2010-12-27,2010-12-27,Mail - Recieved,17
2010-12-27,2010-12-27,Visit,353
2010-12-27,2010-12-27,Web - Input,382
2010-12-28,2010-12-28,Call - Input,3410
2010-12-28,2010-12-28,Fax - Input,42
2010-12-28,2010-12-28,Fax Acknowledgement - Input,15
2010-12-28,2010-12-28,Internal Management,57
2010-12-28,2010-12-28,Mail - Input,17
2010-12-28,2010-12-28,Mail - Recieved,13
2010-12-28,2010-12-28,Visit,378
2010-12-28,2010-12-28,Web - Input,432
2010-12-29,2010-12-29,Call - Input,3067
2010-12-29,2010-12-29,Fax - Input,42
2010-12-29,2010-12-29,Fax Acknowledgement - Input,18
2010-12-29,2010-12-29,Internal Management,40
2010-12-29,2010-12-29,Mail - Input,9
2010-12-29,2010-12-29,Mail - Recieved,13
2010-12-29,2010-12-29,Visit,350
2010-12-29,2010-12-29,Web - Input,442
2010-12-30,2010-12-30,Call - Input,2610
2010-12-30,2010-12-30,Fax - Input,36
2010-12-30,2010-12-30,Fax Acknowledgement - Input,23
2010-12-30,2010-12-30,Internal Management,37
2010-12-30,2010-12-30,Mail - Input,25
2010-12-30,2010-12-30,Mail - Recieved,21
2010-12-30,2010-12-30,Visit,326
2010-12-30,2010-12-30,Web - Input,317
2010-12-31,2010-12-31,Call - Input,1835
2010-12-31,2010-12-31,Fax - Input,27
2010-12-31,2010-12-31,Fax Acknowledgement - Input,17
2010-12-31,2010-12-31,Internal Management,32
2010-12-31,2010-12-31,Mail - Input,23
2010-12-31,2010-12-31,Mail - Recieved,16
2010-12-31,2010-12-31,Visit,186
2010-12-31,2010-12-31,Web - Input,224
2011-01-01,2011-01-01,Call - Input,69
2011-01-01,2011-01-01,Web - Input,108
2011-01-02,2011-01-02,Call - Input,72
2011-01-02,2011-01-02,Web - Input,164
2011-01-03,2011-01-03,Call - Input,3854
2011-01-03,2011-01-03,Fax - Input,38
2011-01-03,2011-01-03,Fax Acknowledgement - Input,15
2011-01-03,2011-01-03,Internal Management,24
2011-01-03,2011-01-03,Mail - Input,14
2011-01-03,2011-01-03,Mail - Recieved,19
2011-01-03,2011-01-03,Visit,415
2011-01-03,2011-01-03,Web - Input,362
2011-01-04,2011-01-04,Call - Input,3512
2011-01-04,2011-01-04,Fax - Input,53
2011-01-04,2011-01-04,Fax Acknowledgement - Input,17
2011-01-04,2011-01-04,Internal Management,45
2011-01-04,2011-01-04,Mail - Input,23
2011-01-04,2011-01-04,Mail - Recieved,20
2011-01-04,2011-01-04,Visit,403
2011-01-04,2011-01-04,Web - Input,274
2011-01-04,2011-01-05,Call - Input,1
2011-01-05,2011-01-05,Call - Input,2697
2011-01-05,2011-01-05,Fax - Input,49
2011-01-05,2011-01-05,Fax Acknowledgement - Input,23
2011-01-05,2011-01-05,Internal Management,36
2011-01-05,2011-01-05,Mail - Input,26
2011-01-05,2011-01-05,Mail - Recieved,17
2011-01-05,2011-01-05,Visit,334
2011-01-05,2011-01-05,Web - Input,267
2011-01-06,2011-01-06,Call - Input,116
2011-01-06,2011-01-06,Web - Input,113
2011-01-07,2011-01-07,Call - Input,2377
2011-01-07,2011-01-07,Fax - Input,23
2011-01-07,2011-01-07,Fax Acknowledgement - Input,9
2011-01-07,2011-01-07,Internal Management,27
2011-01-07,2011-01-07,Mail - Input,7
2011-01-07,2011-01-07,Mail - Recieved,14
2011-01-07,2011-01-07,Visit,287
2011-01-07,2011-01-07,Web - Input,256
2011-01-08,2011-01-08,Call - Input,101
2011-01-08,2011-01-08,Web - Input,148
2011-01-08,2011-01-09,Call - Input,1
2011-01-09,2011-01-09,Call - Input,110
2011-01-09,2011-01-09,Web - Input,186
2011-01-10,2011-01-10,Call - Input,4068
2011-01-10,2011-01-10,Fax - Input,52
2011-01-10,2011-01-10,Fax Acknowledgement - Input,16
2011-01-10,2011-01-10,Internal Management,54
2011-01-10,2011-01-10,Mail - Input,27
2011-01-10,2011-01-10,Mail - Recieved,16
2011-01-10,2011-01-10,Visit,475
2011-01-10,2011-01-10,Web - Input,368
2011-01-11,2011-01-11,Call - Input,3726
2011-01-11,2011-01-11,Fax - Input,69
2011-01-11,2011-01-11,Fax Acknowledgement - Input,18
2011-01-11,2011-01-11,Internal Management,47
2011-01-11,2011-01-11,Mail - Input,5
2011-01-11,2011-01-11,Mail - Recieved,13
2011-01-11,2011-01-11,Visit,489
2011-01-11,2011-01-11,Web - Input,288
2011-01-12,2011-01-12,Call - Input,3494
2011-01-12,2011-01-12,Fax - Input,70
2011-01-12,2011-01-12,Fax Acknowledgement - Input,30
2011-01-12,2011-01-12,Internal Management,52
2011-01-12,2011-01-12,Mail - Input,10
2011-01-12,2011-01-12,Mail - Recieved,25
2011-01-12,2011-01-12,Visit,499
2011-01-12,2011-01-12,Web - Input,287
2011-01-13,2011-01-13,Call - Input,3360
2011-01-13,2011-01-13,Fax - Input,70
2011-01-13,2011-01-13,Fax Acknowledgement - Input,35
2011-01-13,2011-01-13,Internal Management,51
2011-01-13,2011-01-13,Mail - Input,11
2011-01-13,2011-01-13,Mail - Recieved,32
2011-01-13,2011-01-13,Visit,428
2011-01-13,2011-01-13,Web - Input,283
2011-01-14,2011-01-14,Call - Input,2932
2011-01-14,2011-01-14,Fax - Input,52
2011-01-14,2011-01-14,Fax Acknowledgement - Input,22
2011-01-14,2011-01-14,Internal Management,43
2011-01-14,2011-01-14,Mail - Input,19
2011-01-14,2011-01-14,Mail - Recieved,31
2011-01-14,2011-01-14,Visit,421
2011-01-14,2011-01-14,Web - Input,213
2011-01-15,2011-01-15,Call - Input,167
2011-01-15,2011-01-15,Web - Input,155
2011-01-16,2011-01-16,Call - Input,86
2011-01-16,2011-01-16,Internal Management,6
2011-01-16,2011-01-16,Web - Input,95
2011-01-17,2011-01-17,Call - Input,3814
2011-01-17,2011-01-17,Fax - Input,85
2011-01-17,2011-01-17,Fax Acknowledgement - Input,44
2011-01-17,2011-01-17,Internal Management,95
2011-01-17,2011-01-17,Mail - Input,5
2011-01-17,2011-01-17,Mail - Recieved,29
2011-01-17,2011-01-17,Visit,548
2011-01-17,2011-01-17,Web - Input,323
2011-01-17,2011-01-18,Call - Input,1
2011-01-18,2011-01-18,Call - Input,3993
2011-01-18,2011-01-18,Fax - Input,65
2011-01-18,2011-01-18,Fax Acknowledgement - Input,26
2011-01-18,2011-01-18,Internal Management,61
2011-01-18,2011-01-18,Mail - Input,18
2011-01-18,2011-01-18,Mail - Recieved,35
2011-01-18,2011-01-18,Visit,546
2011-01-18,2011-01-18,Web - Input,339
2011-01-19,2011-01-19,Call - Input,3495
2011-01-19,2011-01-19,Fax - Input,65
2011-01-19,2011-01-19,Fax Acknowledgement - Input,35
2011-01-19,2011-01-19,Internal Management,24
2011-01-19,2011-01-19,Mail - Input,24
2011-01-19,2011-01-19,Mail - Recieved,29
2011-01-19,2011-01-19,Visit,478
2011-01-19,2011-01-19,Web - Input,302
2011-01-20,2011-01-20,Call - Input,3338
2011-01-20,2011-01-20,Fax - Input,46
2011-01-20,2011-01-20,Fax Acknowledgement - Input,17
2011-01-20,2011-01-20,Internal Management,66
2011-01-20,2011-01-20,Mail - Input,18
2011-01-20,2011-01-20,Mail - Recieved,25
2011-01-20,2011-01-20,Visit,462
2011-01-20,2011-01-20,Web - Input,338
2011-01-20,2011-01-21,Call - Input,1
2011-01-21,2011-01-21,Call - Input,2741
2011-01-21,2011-01-21,Fax - Input,40
2011-01-21,2011-01-21,Fax Acknowledgement - Input,25
2011-01-21,2011-01-21,Internal Management,46
2011-01-21,2011-01-21,Mail - Input,18
2011-01-21,2011-01-21,Mail - Recieved,23
2011-01-21,2011-01-21,Visit,382
2011-01-21,2011-01-21,Web - Input,227
2011-01-22,2011-01-22,Call - Input,169
2011-01-22,2011-01-22,Web - Input,104
2011-01-23,2011-01-23,Call - Input,100
2011-01-23,2011-01-23,Web - Input,144
2011-01-24,2011-01-24,Call - Input,3703
2011-01-24,2011-01-24,Fax - Input,81
2011-01-24,2011-01-24,Fax Acknowledgement - Input,38
2011-01-24,2011-01-24,Internal Management,75
2011-01-24,2011-01-24,Mail - Input,15
2011-01-24,2011-01-24,Mail - Recieved,29
2011-01-24,2011-01-24,Visit,408
2011-01-24,2011-01-24,Web - Input,353
2011-01-25,2011-01-25,Call - Input,3604
2011-01-25,2011-01-25,Fax - Input,68
2011-01-25,2011-01-25,Fax Acknowledgement - Input,34
2011-01-25,2011-01-25,Internal Management,61
2011-01-25,2011-01-25,Mail - Input,24
2011-01-25,2011-01-25,Mail - Recieved,31
2011-01-25,2011-01-25,Visit,421
2011-01-25,2011-01-25,Web - Input,307
2011-01-26,2011-01-26,Call - Input,3337
2011-01-26,2011-01-26,Fax - Input,73
2011-01-26,2011-01-26,Fax Acknowledgement - Input,40
2011-01-26,2011-01-26,Internal Management,60
2011-01-26,2011-01-26,Mail - Input,14
2011-01-26,2011-01-26,Mail - Recieved,26
2011-01-26,2011-01-26,Visit,396
2011-01-26,2011-01-26,Web - Input,313
2011-01-27,2011-01-27,Call - Input,3056
2011-01-27,2011-01-27,Fax - Input,61
2011-01-27,2011-01-27,Fax Acknowledgement - Input,29
2011-01-27,2011-01-27,Internal Management,60
2011-01-27,2011-01-27,Mail - Input,5
2011-01-27,2011-01-27,Mail - Recieved,26
2011-01-27,2011-01-27,Visit,379
2011-01-27,2011-01-27,Web - Input,261
2011-01-28,2011-01-28,Call - Input,2782
2011-01-28,2011-01-28,Fax - Input,42
2011-01-28,2011-01-28,Fax Acknowledgement - Input,22
2011-01-28,2011-01-28,Internal Management,51
2011-01-28,2011-01-28,Mail - Input,5
2011-01-28,2011-01-28,Mail - Recieved,24
2011-01-28,2011-01-28,Visit,170
2011-01-28,2011-01-28,Web - Input,287
2011-01-28,2011-01-29,Call - Input,1
2011-01-29,2011-01-29,Call - Input,236
2011-01-29,2011-01-29,Web - Input,168
2011-01-29,2011-01-30,Call - Input,1
2011-01-30,2011-01-30,Call - Input,155
2011-01-30,2011-01-30,Web - Input,199
